id,judge_score
hotpotqa-019dbd177ddcff6752aaabc8c0e459f3ae4003f718bd672b,0.2
unified_chip2/80207,0.1
unified_chip2/144764,0.9
passage_retrieval_en-8cbecfb6cf3c50b8e788fe07acaa48038e1071b178e7ac20,0.0
itwgpt4/45275,0.1
unified_chip2/148554,0.9
qmsum-e0d4f5b971b7fafacd2c38ac34ac2eb514b590f6e89dbfe9,0.0
unified_chip2/21888,0.4
unified_chip2/69709,0.9
narrativeqa-a1d871fbe70ac6b9dcec5a8c89c6bf0cf26230b0b4f1968b,0.0
unified_chip2/147394,0.4
unified_chip2/166091,0.9
unified_chip2/14359,0.8
unified_chip2/65400,0.9
musique-96dfe963511d7bdd2daeda35b9fab72c44dcca15fbb91fba,0.0
itwgpt4/34960,0.9
itwgpt4/12377,0.4
unified_chip2/59750,0.4
unified_chip2/114532,0.9
unified_chip2/147871,0.3
gov_report-319c69c85ff4fca2d9614e3b8dec5fd53d7248892400e56c,0.2
unified_chip2/78144,0.7
gov_report-869b783e558515d3f1f318298e103eb58c947be52d085c71,0.1
qmsum-6c228dbff74d39025c9cd8170bb200ad19fd989c3e06129a,0.0
itwgpt4/11975,0.8
hotpotqa-4636487a1855382398fe1e54284cb7dd3d7b8d178ac4a476,0.9
multifieldqa_en-7ae0ad8d4ded2dee79251ff4f951ecfcabad31d8b4f896ae,0.2
unified_chip2/154414,0.4
unified_chip2/165927,0.4
unified_chip2/101167,0.9
unified_chip2/50180,0.4
unified_chip2/30532,0.3
unified_chip2/145007,0.5
itwgpt4/51846,0.9
qmsum-bc161633b40e517e2753f2f8e64afaf951851f316df3824c,0.0
samsum-892bbc511e625c02abd5957eddc93b2a63cf5449abd41110,0.3
qasper-f7c52845824592155b90b879209bfaf82e6a8598c9cb9db0,0.4
unified_chip2/146017,0.6
trec-10e30eb8abf0d20556b414e826d971873468493164027855,0.0
itwgpt4/42087,0.4
passage_retrieval_en-88df598a6f2c492ee83f53f3a21f33e4b8e51e6088c378d3,0.1
triviaqa-1f4fecc3601c6f6fd6eb04d9996d67dc8c27b9eb4442fecb,1.0
samsum-ca6fb212b9d2438c491347edeb4c831574dbce05156acabb,0.3
unified_chip2/65337,0.8
samsum-3023ac5d13e9d911472a3bdc65329f144dc0e35587728c96,0.7
dolly_15k/brainstorming/166,0.5
unified_chip2/159312,0.7
itwgpt4/32531,0.3
dolly_15k/open_qa/1870,0.7
musique-1335c327548140bd1173eba9b1270d67dd4f7aafce0560a4,0.9
unified_chip2/123468,0.8
unified_chip2/154014,0.3
unified_chip2/47002,0.9
unified_chip2/11209,0.9
sharegpt/z7hfXP3_0,0.9
unified_chip2/14592,0.9
unified_chip2/160903,0.9
unified_chip2/109663,0.9
unified_chip2/119841,0.9
dolly_15k/general_qa/908,0.9
unified_chip2/42272,0.7
itwgpt4/22800,0.7
musique-fd437e73a2d708b551e27a13db723a6aa13ca01f70d63cd1,0.3
itwgpt4/6434,0.9
unified_chip2/96672,0.9
unified_chip2/118714,0.4
itwgpt4/34930,0.1
unified_chip2/101547,0.9
unified_chip2/98266,0.8
narrativeqa-8341f7a6590de673c41b1847546ba9a2b7bef46906443a29,0.0
triviaqa-7f79b578bbf2be26a0023ff22e53155b1255029dcd6cf3b2,0.0
unified_chip2/45008,0.3
2wikimqa-ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,0.1
itwgpt4/44578,0.9
dolly_15k/brainstorming/1347,0.7
multifieldqa_en-41e27260a12cc40a778f8c1ba8bf643ee655871a458e5e1c,0.1
qmsum-5190386bb6fc900f09a0d14bcd2400d1f556e932722cb09b,0.0
passage_retrieval_en-b5d648e16670882aecaf0e5bfcf338ac1f1fa70a0639719e,0.0
trec-8f825483b0c8af273f5a50a479badf47b006fa59610fdcbf,0.0
unified_chip2/38658,0.4
itwgpt4/45059,0.5
itwgpt4/32737,0.7
unified_chip2/107327,0.9
sharegpt/3DCyQxP_0,0.9
trec-0b8e6cece544fd1a0037a0dd5e9117a3f47dfb7542803207,0.0
unified_chip2/115156,0.6
musique-e21823470386531b4456eec33d0709c7eb82b63bc394f6fa,0.9
multi_news-8ad91bc1637b400cca59acc79bd17b2f2946d969437362aa,0.3
unified_chip2/151593,0.95
unified_chip2/63978,0.95
unified_chip2/28997,0.4
itwgpt4/10845,0.2
hotpotqa-139d2fcf8763003414ebd0187eb30b94930de13c4ab754a0,0.1
unified_chip2/134529,0.3
2wikimqa-814dddaa4a997380fc80cc1c72d48cb20545411924a0603f,0.0
dolly_15k/general_qa/13,0.4
unified_chip2/71213,0.9
unified_chip2/50305,0.9
unified_chip2/15856,0.5
multi_news-11612bf9150914c57c3107b73b864d6311c010bcfdc458f0,0.6
unified_chip2/116914,1.0
unified_chip2/148583,0.4
itwgpt4/16665,0.9
hotpotqa-f1ea70c4e2c13d2fda1feda75a72a345c0e91f083220e95a,0.3
passage_retrieval_en-a34f0a41b895c4bfe3be6d95e8a318b744f9d220260f1ca9,0.0
narrativeqa-a4f3fcfc5fd3a7c726e59cebfa848065b74902ab3517fdff,0.1
unified_chip2/98114,0.9
unified_chip2/114087,0.9
passage_retrieval_en-a69f6f88c90965fbf2c6c60245d05d24232baa9a9e4fbd44,0.0
2wikimqa-f5cf6d94b9e4e7adfc30d262396bc29e201d9e07ead1d088,0.3
itwgpt4/51139,0.8
qmsum-0f9368e96dde1615381dc1be9aa0f8252cbbe613d80d90d1,0.0
unified_chip2/23049,0.9
unified_chip2/56704,0.8
unified_chip2/4878,0.6
dolly_15k/open_qa/1040,0.7
unified_chip2/65658,0.9
itwgpt4/684,0.3
samsum-d3c927ec62a1e2c811c16eb81d1e8dadbc478f7383869c47,0.3
dolly_15k/classification/1083,0.7
unified_chip2/160620,0.4
qasper-17a2b96e126ab914e1179b4794d18513627ade82d5c35554,0.2
unified_chip2/4193,0.8
musique-f11250d4b392a30f6d22566d5167dee1464544f525c2975c,0.1
passage_count-4ae226f648fee103b79d42b829396d7f35cbd55aac716336,0.1
unified_chip2/39846,0.9
unified_chip2/68241,0.6
unified_chip2/133427,0.2
unified_chip2/91738,0.4
2wikimqa-bf2899717e8d7d3d83d865ca5ff59e26d7f647e6025e2d52,0.1
itwgpt4/23018,0.9
unified_chip2/93835,0.8
unified_chip2/76900,0.3
unified_chip2/62677,0.8
unified_chip2/142131,0.4
unified_chip2/18222,0.4
passage_retrieval_en-d0ad36dd2dbea671ed11059257cea20955866a71c004c877,0.2
gov_report-00cee8bad9ec18d013af6d0e731f1bc7af22da0d06bf6d00,0.1
itwgpt4/35667,0.9
unified_chip2/136281,0.9
itwgpt4/9038,0.4
unified_chip2/125021,0.4
unified_chip2/105569,0.9
unified_chip2/162250,0.95
unified_chip2/107462,0.6
gov_report-b2fe8963e0f2c588e236ef7b7eaafd3334407c176e9db530,0.1
unified_chip2/76878,0.6
unified_chip2/38950,0.8
dolly_15k/brainstorming/1460,0.7
unified_chip2/7961,0.6
2wikimqa-0c4dd15b43d1061d372c11946aa71630926e2570f333f538,0.2
unified_chip2/140509,0.7
unified_chip2/49492,0.9
unified_chip2/98447,0.7
passage_retrieval_en-2f113c2299ebd2bf8712cfdacc3c9226457e410a058c51f5,0.0
unified_chip2/111689,0.7
qmsum-ad4d80c521d649265c6ac0fb043c614695faad73b5d44372,0.2
unified_chip2/158020,0.8
2wikimqa-9ef1c9e836fb3844fe16369a346088af89b8da29e24aab1f,0.1
itwgpt4/45824,0.3
unified_chip2/83040,0.6
unified_chip2/32480,0.4
2wikimqa-de14d0bf7b2c73f7a21875677eed84a1ef270d2f29dc5b99,0.0
unified_chip2/112919,0.9
samsum-3145e13f8c57e73c0d0ad6af1f225dced581cf48dc66c1b2,0.0
unified_chip2/20190,0.7
itwgpt4/51744,0.9
unified_chip2/121937,0.4
unified_chip2/74441,0.3
itwgpt4/47299,0.4
musique-73b7efc9538e65dda454b5be9d9b84a35decf082cd4091be,0.4
unified_chip2/158469,0.4
unified_chip2/55096,0.6
2wikimqa-5421c1e591296d64636a7e99fbfe98dddfed0f83d2053380,0.2
unified_chip2/14494,0.6
itwgpt4/25041,0.8
unified_chip2/88659,0.9
2wikimqa-0cf27c68148c99571860af561ce5f64c4524fde278defc63,0.9
itwgpt4/46455,0.9
unified_chip2/145026,0.9
unified_chip2/120211,0.95
unified_chip2/122064,0.9
unified_chip2/30277,0.4
unified_chip2/31688,0.9
unified_chip2/125325,0.9
qmsum-5255f8fb6009436b504bff67efebd701422e33fa2d604676,0.0
itwgpt4/14561,0.7
gov_report-e936a7cb999bde8f159bc1cf269b648cd26c52f55ec3c3a0,0.1
qasper-88d89e5b02c860bd1fdac17796e2b6048a6d2b86950c4c12,0.2
musique-37fb18d72ff590a69ba9588553a36989161f9b48c72dfe29,0.1
itwgpt4/36629,0.3
unified_chip2/61326,0.8
itwgpt4/30759,0.4
unified_chip2/57090,0.95
itwgpt4/39200,0.9
unified_chip2/125145,0.6
passage_count-9b327796354ee5cd1513efebc1e7fa2e5ca31471e7fcdb2b,0.0
itwgpt4/41341,0.9
passage_count-862486acbc407c9393f07be8d024f4636fd10418a1c9edfe,0.2
unified_chip2/126472,0.4
itwgpt4/33419,0.4
itwgpt4/40085,0.3
passage_retrieval_en-b1ae83c13b038fdf1289f2acf941e953d4813b914f31f866,0.0
unified_chip2/40087,0.7
itwgpt4/50125,0.8
unified_chip2/108426,0.9
triviaqa-d253dc669a2a4bb2f5b2110c0eabddf755a8b47e31fa56ee,1.0
multifieldqa_en-0da7747b164232cac911a34f6d0421028b27db0ce70e26a7,0.1
itwgpt4/8936,0.2
gov_report-79efb6240ef8486e6a6eeb17feafaae41d5cbd53412d244e,0.0
multifieldqa_en-229b5bf2402ae2950c72494dcfd5f1c825c396205b49ca50,0.3
unified_chip2/5783,0.4
unified_chip2/141757,0.9
triviaqa-9e8d18c720b2f59eb8c08695e2374430fd24cc923b567faa,0.0
unified_chip2/79816,0.3
unified_chip2/128470,0.7
dolly_15k/open_qa/1302,0.9
itwgpt4/12187,0.4
gov_report-cbc3f7193f9fa873108c6ccc73a558eb1d2a97b249a1f930,0.4
unified_chip2/88118,0.9
unified_chip2/30220,0.9
unified_chip2/112810,0.8
multi_news-16a2f856042ce42ee1ecefe6b73868e858ef0f93c7164a93,0.3
itwgpt4/15365,0.9
unified_chip2/109593,0.7
itwgpt4/36387,0.6
musique-afc0480fd5bd6216e2a3d23c5e65a198b98e9730c5a26471,0.4
itwgpt4/4316,0.7
unified_chip2/128987,0.9
qmsum-e3a49dfe9f6e41eadacfe0240ea115164a42c9e8de3ef126,
unified_chip2/67537,0.9
unified_chip2/117892,0.4
unified_chip2/128676,0.7
unified_chip2/114415,0.9
musique-efa29c58c4ed7403a39deb68f6f52c1fdcc617e0fbdd9a5c,0.3
unified_chip2/105618,0.7
passage_count-81d68c1883cdafe3cd06f95700f0caabd3a07d4e3f0b6b4e,0.2
multi_news-d59d8c7d8e894fb70f061ed788ab0d0afbb6e7efab3795e7,0.4
itwgpt4/46708,0.4
dolly_15k/general_qa/1522,0.7
unified_chip2/90480,0.9
sharegpt/O98oHf9_21,0.1
unified_chip2/141012,0.9
multifieldqa_en-9831469b98405cd1fc1bee7de6f9630ae1cbb5946fd7ca0b,0.1
itwgpt4/8385,0.1
unified_chip2/132678,0.7
itwgpt4/35595,0.8
passage_count-6f77917f70f297e064ffccc2bb5502e7121cbb7d68b75396,0.0
unified_chip2/103860,0.9
unified_chip2/115271,0.1
sharegpt/ueS7VdL_0,0.6
passage_retrieval_en-a429520f0fc7f3258691da42fc113ab418d00310ce5c4ab6,0.0
dolly_15k/open_qa/1196,0.4
unified_chip2/56753,0.3
unified_chip2/75258,0.7
unified_chip2/145780,0.7
unified_chip2/58091,0.2
unified_chip2/117358,0.4
unified_chip2/118969,0.8
sharegpt/WMiKsj4_0,0.4
itwgpt4/27091,0.4
unified_chip2/165508,0.7
itwgpt4/10050,0.7
unified_chip2/89309,0.8
unified_chip2/79069,0.8
unified_chip2/44584,0.2
qasper-757c3e92861be1ad45a06d157bb10fe162bd2163bc3baa6c,0.4
unified_chip2/81198,0.7
2wikimqa-1d554e7ae21ed7b5d142b57bcdab110cf6cea6f5256a58ee,0.9
unified_chip2/100914,0.7
unified_chip2/3425,0.4
hotpotqa-795ed5382ff9378f90123aedc2b638c049411295c5678466,0.9
dolly_15k/general_qa/73,0.95
unified_chip2/26835,0.1
unified_chip2/24170,0.9
unified_chip2/29591,0.95
hotpotqa-77439b0a62b6de3a022b1d7a5678c1c00fa8d9af42fea1bf,0.1
unified_chip2/127414,0.4
unified_chip2/136074,0.9
unified_chip2/102898,0.9
itwgpt4/23270,0.6
dolly_15k/classification/219,0.4
unified_chip2/142641,0.8
unified_chip2/140756,0.95
sharegpt/D9n7oLp_0,0.2
unified_chip2/56222,0.7
unified_chip2/6930,0.9
unified_chip2/31274,0.4
unified_chip2/29811,0.9
unified_chip2/96129,0.9
passage_retrieval_en-e3b6cd257432992c183701a1d4c474965b06a3095c8eae2b,0.2
gov_report-ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,0.2
trec-dac55a9f7b6f6935b806c22e5b2a0fa53d1052fa1084aec3,0.0
unified_chip2/118934,0.8
unified_chip2/4745,0.8
dolly_15k/brainstorming/198,0.7
unified_chip2/120440,1.0
musique-09a0e0e18bb78cacdb1e7ec97e97e72798517afc88bed4c1,0.2
unified_chip2/92833,0.9
unified_chip2/141994,0.9
sharegpt/It5Tfyt_28,0.3
multi_news-765fcae046b741f85cc1bf6d418cd76be64c0d26be886cea,0.2
triviaqa-9f857e5417b2c20803426cb00a0103bc38d7983b03daeade,0.9
gov_report-a3d447e9e71289db0d265d538e7e639471f9adfddf14cb48,0.4
trec-5c743e30c49cecf433278bc2849b6347c74eb20bde08f468,0.1
itwgpt4/45181,0.4
unified_chip2/138766,0.7
hotpotqa-31386c51d334a83befff8c1264657e197fad8b2885906939,0.3
unified_chip2/20099,0.7
gov_report-1ab8b8752432e8ec7a89868dfe98842bf6c5ce6c96760fd8,0.2
itwgpt4/32753,0.4
unified_chip2/151196,0.6
sharegpt/MHLg6KB_0,0.1
unified_chip2/12889,0.4
itwgpt4/29246,0.3
unified_chip2/147529,0.9
itwgpt4/12267,0.3
unified_chip2/66930,0.8
unified_chip2/11909,0.8
unified_chip2/5765,0.6
unified_chip2/58092,0.9
multifieldqa_en-120cb783c796fbedbc76f04cf9be3318e54a63cd642c4401,0.0
samsum-109dc0da021db0a9005c342c41d510c759e09bcb61a85d85,0.2
unified_chip2/1841,0.9
gov_report-2275b1cfb1730906621cffa517740e08f71691dc5391ee26,0.5
unified_chip2/22308,0.7
unified_chip2/108327,0.8
dolly_15k/open_qa/203,0.8
unified_chip2/138282,0.4
unified_chip2/141567,0.9
unified_chip2/110798,0.7
unified_chip2/115725,0.2
unified_chip2/40378,0.4
sharegpt/5XjimdE_0,0.6
unified_chip2/126716,0.3
unified_chip2/16205,0.9
2wikimqa-5c3829f10f9daf565e9b5b52ca19f5c044550e916479da74,0.9
unified_chip2/19764,0.8
itwgpt4/4335,0.9
unified_chip2/143899,0.9
gov_report-bced7d8c4f573d1008fbdd146e9671ebbcea8251a2432687,0.1
unified_chip2/153668,0.6
unified_chip2/67594,0.9
unified_chip2/26874,0.4
passage_retrieval_en-88e4f74376126f62f0f422c2532d2baaaab48998509bea6f,0.2
unified_chip2/143962,0.9
unified_chip2/16223,0.6
gov_report-9c038d48de72e6cf08727c99ab31e04aa4da29bcfa0bcf13,0.3
itwgpt4/42085,0.9
sharegpt/2QcpSMZ_0,0.9
itwgpt4/196,0.3
unified_chip2/135037,0.2
unified_chip2/151968,0.9
samsum-8945d44661e272cd436e8834a9d5dd296587dc089dc6b726,0.9
unified_chip2/5691,0.9
unified_chip2/142410,0.2
unified_chip2/84182,0.5
musique-d79a4697ef5b7302ea7cb8a81107a462d699843688a3050d,1.0
multi_news-4a14994bceab965b7070de143a561309499b57c1a1fcd1ab,0.3
dolly_15k/classification/641,0.7
samsum-2231482e3e63d5eb092d2b33f2a64221fea97ad0ad2b7345,0.0
itwgpt4/50441,0.4
trec-4a2ba24a64fd970ca7d194dcd4b86c1519a4682c152cecbf,0.0
unified_chip2/161473,0.7
unified_chip2/164858,0.9
unified_chip2/132367,0.6
dolly_15k/general_qa/1043,0.8
unified_chip2/54461,0.7
dolly_15k/classification/473,0.3
unified_chip2/92527,0.8
unified_chip2/42201,0.9
unified_chip2/123927,0.9
sharegpt/0dGDe6n_0,0.2
trec-0ec47c5bfef1cf9ea4d1d47116a30121de69db12519d410e,0.0
unified_chip2/90911,0.4
multi_news-d9727b1ef9ca2536192188657eadc0fef64102793e28b5d8,0.2
2wikimqa-40de6f6c353c080845a8ea644039e9ba83cd481d3745395b,0.1
unified_chip2/94058,0.4
unified_chip2/115754,0.4
unified_chip2/63818,1.0
sharegpt/a9hxnu5_0,0.7
qmsum-d8b9063b291be35887a1f0b2bf8a799e4510f9ebcbbe5468,0.2
unified_chip2/92601,0.9
unified_chip2/36417,0.9
unified_chip2/59380,0.9
dolly_15k/open_qa/2242,0.4
unified_chip2/29539,0.9
samsum-591c67f8aff93224840f4533e3b7ebf43125139c1b4aac75,0.6
qasper-df3b5e07ec132472a8fc5b7f30b6ce3d942c8488a3d8ff7c,0.2
passage_retrieval_en-69667042577b4d7a9a94660804106b6bf2a951c3d3e83e63,0.1
unified_chip2/153895,
gov_report-fec1c70a413abe04d2f8ef06d9ac6af139f6569e5fdda2b1,0.1
sharegpt/ANyKoKo_0,0.3
dolly_15k/summarization/905,0.7
unified_chip2/67337,0.9
passage_retrieval_en-e40c5d61ecb2557ea47573b7eee9ffececbf282e4d6f006a,0.0
passage_retrieval_en-f1382b660e91069869d0472bbbf061720e030d7fca006f6c,0.9
musique-7b7acfdf920adc600a78d5e07adbb139447a4f4c05cdeb97,0.1
unified_chip2/33158,0.7
itwgpt4/39573,0.9
unified_chip2/116414,0.9
unified_chip2/135922,0.9
musique-80eb4cdc289c327a7ce40633b12e1a144052165599d2521a,0.2
trec-9e493dfdeb1f43b0bf586b21f8f73e1080c0453c32228223,0.0
passage_count-a3dbf3293a2f65eeba5f633c2c4c60f2a9203af2fc76dd10,0.2
itwgpt4/33170,0.6
passage_retrieval_en-7b445742fe953aeb1f3624e7ebfb4363b39c4da5a96bdb56,0.0
unified_chip2/59196,0.6
unified_chip2/29985,0.95
unified_chip2/11463,0.6
unified_chip2/121754,0.7
unified_chip2/52839,0.9
unified_chip2/29268,0.9
unified_chip2/48755,0.9
unified_chip2/32249,0.95
samsum-46cbb91f855819d2efe512e789fdd8b396e01410b16a2362,0.4
musique-6448aa2df921d10654846a32887ee601b9456dd05da18428,0.9
unified_chip2/11685,0.3
unified_chip2/60857,0.9
itwgpt4/996,0.2
itwgpt4/26475,0.6
multi_news-994c4e5487e91bef73af6ea24878a117dc1a335f34d0ebbb,0.5
unified_chip2/27417,0.8
unified_chip2/83004,0.7
2wikimqa-c1b46a5458b15fdbfcd264b7e26e42d2cbaafb0e6dc5f48d,0.3
samsum-4a7ffd0f5b2b58da2ceee555d98434732960de40304014a5,0.7
itwgpt4/10676,0.3
trec-a67738fc3db1df1e8403e8ca5805ab387a334d886399ad11,0.0
unified_chip2/141656,0.9
unified_chip2/139206,0.2
unified_chip2/160153,0.9
qmsum-2089ef31097ecaa4f1bda64e55713637ac9132447c529382,
multi_news-b4edb673ab78ecd823ee1354849fa4d58d9d3366d7e54561,0.2
unified_chip2/75823,0.9
itwgpt4/4832,0.7
unified_chip2/145909,0.7
passage_retrieval_en-25f458b734959c49a6b17fcf3ebe8c17d783b4308eaeaf58,0.4
unified_chip2/139719,0.3
itwgpt4/832,0.7
unified_chip2/24242,0.6
unified_chip2/7816,0.4
itwgpt4/46654,0.0
unified_chip2/142934,0.4
unified_chip2/12619,0.9
unified_chip2/102111,0.9
itwgpt4/48046,0.4
unified_chip2/92734,0.9
hotpotqa-ea58013717bdbe9f0bad1991ed03d1afe3208bf514d9a2cd,0.6
itwgpt4/46971,0.4
triviaqa-89f6836d9c737da4f726b2b596a49393db7aa758b2c39532,0.3
unified_chip2/115558,1.0
itwgpt4/40015,0.7
unified_chip2/68450,0.1
unified_chip2/127901,0.7
sharegpt/J8F2ksB_0,0.7
dolly_15k/open_qa/3069,0.8
trec-0c1076ddfb446ce669afe60a2108eecfbb2365223e8f07d2,0.0
passage_retrieval_en-ad6735c4347fa03f0a3a5630dcf69a91176eab7656dd6015,0.1
unified_chip2/51812,0.5
unified_chip2/124730,0.9
hotpotqa-207efa55e96afdf705e48bc57b58fc8232bb972a47073d50,0.3
sharegpt/oQUIeBY_0,0.2
narrativeqa-b3234117bf4b7f313d5f79d32cb3a7ad90abf474d9baa814,0.0
unified_chip2/89739,0.9
multi_news-d74bcb4b88344c46da1ff0c29dec67d014083c13f3848a87,0.1
unified_chip2/72603,0.4
itwgpt4/4185,0.7
dolly_15k/brainstorming/1585,0.8
unified_chip2/114696,0.8
dolly_15k/open_qa/1124,0.2
unified_chip2/33897,0.4
qasper-c6464e3b2dbf1c8412496fdef56cafcccd0ccb9dd1937886,0.9
itwgpt4/1408,0.7
passage_retrieval_en-12770e16fbd9c64011ecbfe6117e8b96ccaefb5176c0a57e,0.0
hotpotqa-b3647c02310a89ccb2822c163da3bead1ad3cd21948d4769,0.0
2wikimqa-f0523a41000b43996413780968b611c3f4d28b87f4acc859,0.2
musique-f9a50652b4e5d7000c42ae27b2477a54d2a88cfceec0ec3b,0.1
passage_retrieval_en-aea9522fd0bc34379944ded926003b0570fe34095eed5764,0.0
unified_chip2/105078,0.6
unified_chip2/77562,0.9
unified_chip2/47213,0.3
itwgpt4/36353,0.3
unified_chip2/143829,0.9
unified_chip2/61618,0.5
unified_chip2/79754,0.9
unified_chip2/44319,0.5
multifieldqa_en-d70ca68d05af951cd8ff2052095597d1b4dca557bfb0b40b,0.0
unified_chip2/18932,0.6
unified_chip2/98484,0.9
unified_chip2/17153,0.7
unified_chip2/154847,0.8
gov_report-9df657c6cce9210cfbd1229e1a32c01d3350b61b93cbdb26,0.2
musique-a3ba409a8a3c8bad40a1fa415b981a8227c7d21936a06f17,1.0
itwgpt4/20298,0.9
multi_news-6db3807942c349fe99398373caf4c32ebfd701082c314b09,0.1
dolly_15k/open_qa/505,1.0
unified_chip2/150757,0.9
unified_chip2/115449,0.3
itwgpt4/19463,0.9
unified_chip2/69091,0.7
unified_chip2/99521,0.8
unified_chip2/103515,1.0
qasper-db6c4d611b78c840972b57ee0b245003566b982feaff1084,0.3
itwgpt4/34360,0.4
qasper-65f7bdb541fd6f01fe866dcf694891f92533186085fcba20,0.3
unified_chip2/110156,0.7
itwgpt4/3215,0.7
unified_chip2/6354,0.8
unified_chip2/60558,0.2
unified_chip2/20280,0.9
unified_chip2/33291,0.6
itwgpt4/1506,0.6
unified_chip2/145664,0.95
unified_chip2/136403,0.7
unified_chip2/96948,0.7
unified_chip2/41557,0.4
multifieldqa_en-2914f0d14be47681d3c23b975c5bdadf23943ddd2bdd99d5,0.1
unified_chip2/95884,0.8
hotpotqa-b785963089bd7f81ee294751c688af85bfe2863dba623373,0.1
gov_report-c6a96fdafd983c9c430e24123e2b28035825e7c4b58974c2,0.3
unified_chip2/32780,0.6
unified_chip2/41706,0.6
itwgpt4/10615,0.3
unified_chip2/84710,0.9
unified_chip2/74122,0.9
passage_retrieval_en-b3b50664aa10d1a972da79a46bfc5af0ed460d0344c4f5c6,0.1
passage_retrieval_en-5a61c459d1ed6095d953951f6f1a5c9cc73c81fc09a71576,0.2
dolly_15k/classification/1708,0.3
unified_chip2/86070,0.7
triviaqa-ce0a0ab8427317d08cbcb6f8e3c45e3f4c203613ade7f654,1.0
hotpotqa-01aff89f9ce55470c12450b595c268a225a638582dac204f,0.3
unified_chip2/121766,1.0
unified_chip2/113319,0.4
qmsum-d0e735b5709aecfc3b98bc0e4bf071d35096c7f39c0dcce0,
unified_chip2/71462,0.9
unified_chip2/89299,0.9
itwgpt4/41210,0.4
qasper-1b96562949f4722fed7766bb0be032ca10cb98c89192068f,0.3
samsum-baf241ba78d0f6bba3199805902dc2c27e7d98dfdae1cf0c,0.4
unified_chip2/136900,0.9
itwgpt4/40153,0.7
itwgpt4/24058,0.3
qasper-76f663a13234c9da9f1d78c72b52d73ab37da0977e0001d8,0.3
unified_chip2/22076,0.9
qasper-06feabc1e5ca23dbfd79cbb2ea42b436c85bf6ac6a8d4b14,0.4
musique-037dbe8ccac208d33dfbd28d6fdc319f88b1c2c2bd4ba060,0.3
unified_chip2/6591,0.9
multifieldqa_en-a8da0d2585bb54d571a2ab4a539b61eef56b5e271692be42,0.1
unified_chip2/28868,0.9
unified_chip2/32465,0.9
qasper-072d3de1a7122730a13a31db3eede4113af2d920814f0aaa,0.6
unified_chip2/92899,0.4
unified_chip2/98960,0.8
unified_chip2/21523,0.3
unified_chip2/161894,0.7
unified_chip2/49405,0.3
unified_chip2/108577,0.9
unified_chip2/134062,0.4
unified_chip2/19732,0.2
unified_chip2/144457,0.2
unified_chip2/108441,0.7
unified_chip2/36727,0.6
unified_chip2/159977,0.9
unified_chip2/54190,0.4
unified_chip2/39180,0.9
dolly_15k/general_qa/551,0.7
itwgpt4/49787,0.9
unified_chip2/124753,0.9
multifieldqa_en-394cb48c037481d97cdf1dbd7adef475061b9e77235842e2,0.4
unified_chip2/63264,0.9
multifieldqa_en-6b35731428ea6d9b480338b90572d21690c2fbb89ebba249,0.7
multifieldqa_en-71902c8027dca26b265f12709ec21224b5abe8b9ef5750fd,0.1
unified_chip2/33950,0.4
musique-c6fe007044674795d280bb474e2adc9dc8bacd8853a9cef5,0.1
unified_chip2/100743,0.8
triviaqa-ab59a2c96e9d241af9ef84253d45ee8aded188864cb4a1a4,0.3
itwgpt4/25019,0.3
itwgpt4/17566,0.9
unified_chip2/19060,0.7
unified_chip2/7607,0.6
hotpotqa-93d2774c99edbde88789a9f989642ff160871ca09e66e46a,0.9
2wikimqa-9a0ab728b48d43221f196b43d2816a4dff4142fd0054a4eb,0.3
itwgpt4/51801,0.4
samsum-77ead33295dc92287fbb9d0b6e86911ef1ef33d35fbb6f68,0.3
unified_chip2/69378,1.0
unified_chip2/49687,0.4
dolly_15k/classification/281,0.3
passage_retrieval_en-da02ddf551706e0672ee02ca9b1be22bb6ec1dd52536da97,0.2
samsum-ed2f9dae770b8bee6ab8f7b9f5155b1e32c1bad1552c679f,0.3
itwgpt4/27569,0.2
unified_chip2/160206,0.6
unified_chip2/57400,0.9
unified_chip2/109146,0.7
unified_chip2/45071,0.9
unified_chip2/159087,0.4
multi_news-8d81e972c4b7b8b46086d8e4b71001781506aeb0578c8e68,0.0
passage_count-3b2e2df257ef9766d2cac6a035512d54a541f2e43a4354ab,0.4
unified_chip2/155094,0.95
itwgpt4/32113,0.9
unified_chip2/37003,0.7
unified_chip2/64772,0.8
unified_chip2/3224,0.3
unified_chip2/11077,0.7
qasper-591249c5522d87dcf4eeb6e1fc35bbf56a2290d23c83544d,0.4
unified_chip2/29951,0.6
unified_chip2/77368,0.5
unified_chip2/52690,0.3
unified_chip2/52789,0.9
passage_count-cdb11673ac8e45d2a2720f30fef6d8d4cfb1cab0b153c3bb,0.0
trec-d21366d5b4ba5ca8c0c06e934bb093375512de3952fbef4f,0.1
trec-00931a85ac36a559882280d7f885d6aa96737de71e862d60,0.0
dolly_15k/brainstorming/1439,0.6
hotpotqa-f327fe18cfe320df9685d7195f33d41745a432e769476dd0,0.1
unified_chip2/66861,0.9
unified_chip2/133056,0.9
narrativeqa-478201dd5ae2b46b44caacaa387140a11bf5437332820d41,0.1
unified_chip2/58239,0.2
unified_chip2/140693,0.4
qasper-4f1d5a7b6c42269c845959f8a8d7ef95cb7e0c122c9a721c,0.6
unified_chip2/101467,0.7
